,primera,segunda,tercera,cuarta,quinta,sexta,séptima,octava,novena,décima,Original
4523,"['[CLS] me [SEP]', array([   4., 1129.,    5.]), 5.064659802656024e-11]","['[CLS] ha [SEP]', array([   4., 1131.,    5.]), 2.0187052029996266e-10]","['[CLS] lo [SEP]', array([   4., 1114.,    5.]), 2.197829473971069e-09]","['[CLS] si [SEP]', array([   4., 1112.,    5.]), 2.9366389320273356e-09]","['[CLS] para [SEP]', array([   4., 1110.,    5.]), 3.785553981394685e-09]","['[CLS] una [SEP]', array([   4., 1108.,    5.]), 4.7457536789252686e-09]","['[CLS] mi [SEP]', array([   4., 1153.,    5.]), 8.206664903198657e-09]","['[CLS] por [SEP]', array([   4., 1096.,    5.]), 1.2911582358832163e-08]","['[CLS] al [SEP]', array([   4., 1091.,    5.]), 1.757245959854714e-08]","['[CLS] las [SEP]', array([   4., 1089.,    5.]), 1.9651170912737825e-08]",!!
4524,"['[CLS] de [SEP]', array([   4., 1008.,    5.]), 3.4448121577490554e-08]","['[CLS] a [SEP]', array([   4., 1013.,    5.]), 4.316909452128925e-08]","['[CLS] la [SEP]', array([   4., 1030.,    5.]), 7.926405876101938e-08]","['[CLS] en [SEP]', array([   4., 1036.,    5.]), 9.424664304535924e-08]","['[CLS] que [SEP]', array([   4., 1038.,    5.]), 9.948761336975309e-08]","['[CLS] el [SEP]', array([   4., 1040.,    5.]), 1.0484941670441117e-07]","['[CLS] y [SEP]', array([   4., 1042.,    5.]), 1.1033054680975596e-07]","['[CLS] un [SEP]', array([   4., 1049.,    5.]), 1.3043287072633802e-07]","['[CLS] con [SEP]', array([   4., 1051.,    5.]), 1.3643280460939877e-07]","['[CLS] es [SEP]', array([   4., 1058.,    5.]), 1.5830037902730965e-07]",@CantuMauricio
4525,"['[CLS] sr [SEP]', array([4.0000e+00, 2.1266e+04, 5.0000e+00]), 5.219702003955717e-09]","['[CLS] ud [SEP]', array([4.0000e+00, 2.2247e+04, 5.0000e+00]), 6.664410578949287e-09]","['[CLS] oye [SEP]', array([4.000e+00, 9.578e+03, 5.000e+00]), 3.517980617928629e-08]","['[CLS] oh [SEP]', array([4.000e+00, 9.569e+03, 5.000e+00]), 3.5346787941037405e-08]","['[CLS] hola [SEP]', array([4.00e+00, 9.05e+03, 5.00e+00]), 4.6286234733905474e-08]","['[CLS] dios [SEP]', array([4.000e+00, 6.103e+03, 5.000e+00]), 2.0859723848243306e-07]","['[CLS] aqui [SEP]', array([4.00e+00, 5.87e+03, 5.00e+00]), 2.3636334134380377e-07]","['[CLS] quizás [SEP]', array([4.000e+00, 5.812e+03, 5.000e+00]), 2.439070547755051e-07]","['[CLS] quizá [SEP]', array([4.000e+00, 5.741e+03, 5.000e+00]), 2.535160790184676e-07]","['[CLS] pensé [SEP]', array([4.000e+00, 5.336e+03, 5.000e+00]), 3.1737741656989726e-07]",Shinguen
4526,"['[CLS] de [SEP]', array([   4., 1008.,    5.]), 3.4448121577490554e-08]","['[CLS] a [SEP]', array([   4., 1013.,    5.]), 4.316909452128925e-08]","['[CLS] la [SEP]', array([   4., 1030.,    5.]), 7.926405876101938e-08]","['[CLS] en [SEP]', array([   4., 1036.,    5.]), 9.424664304535924e-08]","['[CLS] que [SEP]', array([   4., 1038.,    5.]), 9.948761336975309e-08]","['[CLS] el [SEP]', array([   4., 1040.,    5.]), 1.0484941670441117e-07]","['[CLS] y [SEP]', array([   4., 1042.,    5.]), 1.1033054680975596e-07]","['[CLS] un [SEP]', array([   4., 1049.,    5.]), 1.3043287072633802e-07]","['[CLS] con [SEP]', array([   4., 1051.,    5.]), 1.3643280460939877e-07]","['[CLS] es [SEP]', array([   4., 1058.,    5.]), 1.5830037902730965e-07]",@CantuMauricio
4527,"['[CLS] de [SEP]', array([   4., 1008.,    5.]), 3.4448121577490554e-08]","['[CLS] a [SEP]', array([   4., 1013.,    5.]), 4.316909452128925e-08]","['[CLS] la [SEP]', array([   4., 1030.,    5.]), 7.926405876101938e-08]","['[CLS] en [SEP]', array([   4., 1036.,    5.]), 9.424664304535924e-08]","['[CLS] que [SEP]', array([   4., 1038.,    5.]), 9.948761336975309e-08]","['[CLS] el [SEP]', array([   4., 1040.,    5.]), 1.0484941670441117e-07]","['[CLS] y [SEP]', array([   4., 1042.,    5.]), 1.1033054680975596e-07]","['[CLS] un [SEP]', array([   4., 1049.,    5.]), 1.3043287072633802e-07]","['[CLS] con [SEP]', array([   4., 1051.,    5.]), 1.3643280460939877e-07]","['[CLS] es [SEP]', array([   4., 1058.,    5.]), 1.5830037902730965e-07]",@FCEMexico
4528,"['[CLS] mismo [SEP]', array([   4., 1698.,    5.]), 9.84068382337e-12]","['[CLS] acuerdo [SEP]', array([   4., 1708.,    5.]), 1.556137441127703e-10]","['[CLS] están [SEP]', array([   4., 1690.,    5.]), 2.483533378949687e-10]","['[CLS] estar [SEP]', array([   4., 1712.,    5.]), 3.484967869837874e-10]","['[CLS] vida [SEP]', array([   4., 1688.,    5.]), 3.584769148190503e-10]","['[CLS] mal [SEP]', array([   4., 1678.,    5.]), 1.2192843401592768e-09]","['[CLS] lugar [SEP]', array([   4., 1675.,    5.]), 1.5801339126042535e-09]","['[CLS] día [SEP]', array([   4., 1726.,    5.]), 1.6095667021431836e-09]","['[CLS] favor [SEP]', array([   4., 1673.,    5.]), 1.8474773932908306e-09]","['[CLS] ese [SEP]', array([   4., 1672.,    5.]), 1.98923921779226e-09]",Está
4529,"['[CLS] unos [SEP]', array([   4., 2438.,    5.]), 5.796474411567942e-13]","['[CLS] mas [SEP]', array([   4., 2437.,    5.]), 2.3209212329788897e-12]","['[CLS] vas [SEP]', array([   4., 2432.,    5.]), 2.8549163033630975e-11]","['[CLS] dice [SEP]', array([   4., 2429.,    5.]), 5.840750105789994e-11]","['[CLS] quiere [SEP]', array([   4., 2453.,    5.]), 1.1224976503854123e-10]","['[CLS] hoy [SEP]', array([   4., 2456.,    5.]), 1.6510692812943262e-10]","['[CLS] quién [SEP]', array([   4., 2461.,    5.]), 2.753889338791282e-10]","['[CLS] cosa [SEP]', array([   4., 2467.,    5.]), 4.4391734732585064e-10]","['[CLS] hizo [SEP]', array([   4., 2472.,    5.]), 6.141229746958743e-10]","['[CLS] luego [SEP]', array([   4., 2475.,    5.]), 7.290863468512043e-10]",millones?
4530,"['[CLS] otro [SEP]', array([   4., 1925.,    5.]), 3.75163233812259e-11]","['[CLS] tipo [SEP]', array([   4., 1932.,    5.]), 2.145310595835781e-10]","['[CLS] quiero [SEP]', array([   4., 1937.,    5.]), 4.2833192548386023e-10]","['[CLS] hombre [SEP]', array([   4., 1900.,    5.]), 6.161613441690861e-10]","['[CLS] tres [SEP]', array([   4., 1941.,    5.]), 6.509226491147047e-10]","['[CLS] solo [SEP]', array([   4., 1942.,    5.]), 7.136556900988467e-10]","['[CLS] menos [SEP]', array([   4., 1943.,    5.]), 7.792052558741602e-10]","['[CLS] usted [SEP]', array([   4., 1945.,    5.]), 9.187188787507239e-10]","['[CLS] nombre [SEP]', array([   4., 1952.,    5.]), 1.494452894768017e-09]","['[CLS] todas [SEP]', array([   4., 1953.,    5.]), 1.5876886472199203e-09]",Regalar
4531,"['[CLS] quizá [SEP]', array([4.000e+00, 5.741e+03, 5.000e+00]), 8.019563901839888e-10]","['[CLS] pensé [SEP]', array([4.000e+00, 5.336e+03, 5.000e+00]), 9.947692669598496e-10]","['[CLS] debes [SEP]', array([4.000e+00, 5.334e+03, 5.000e+00]), 1.0149397988712394e-09]","['[CLS] quizás [SEP]', array([4.000e+00, 5.812e+03, 5.000e+00]), 1.4404428760883548e-09]","['[CLS] buenas [SEP]', array([4.000e+00, 5.259e+03, 5.000e+00]), 1.932796589443342e-09]","['[CLS] aqui [SEP]', array([4.00e+00, 5.87e+03, 5.00e+00]), 2.0839687753237968e-09]","['[CLS] dios [SEP]', array([4.000e+00, 6.103e+03, 5.000e+00]), 5.639735567442017e-09]","['[CLS] vaya [SEP]', array([4.000e+00, 4.875e+03, 5.000e+00]), 1.249458736474196e-08]","['[CLS] eh [SEP]', array([4.000e+00, 4.824e+03, 5.000e+00]), 1.4786104340913653e-08]","['[CLS] debo [SEP]', array([4.000e+00, 4.667e+03, 5.000e+00]), 2.3461724341089507e-08]",libros
4532,"['[CLS] sr [SEP]', array([4.0000e+00, 2.1266e+04, 5.0000e+00]), 6.107429784130147e-09]","['[CLS] ud [SEP]', array([4.0000e+00, 2.2247e+04, 5.0000e+00]), 7.662968370958367e-09]","['[CLS] oye [SEP]', array([4.000e+00, 9.578e+03, 5.000e+00]), 3.3000451926668006e-08]","['[CLS] oh [SEP]', array([4.000e+00, 9.569e+03, 5.000e+00]), 3.3162184998047906e-08]","['[CLS] hola [SEP]', array([4.00e+00, 9.05e+03, 5.00e+00]), 4.378130158411153e-08]","['[CLS] dios [SEP]', array([4.000e+00, 6.103e+03, 5.000e+00]), 2.032404090579476e-07]","['[CLS] aqui [SEP]', array([4.00e+00, 5.87e+03, 5.00e+00]), 2.306588799960707e-07]","['[CLS] quizás [SEP]', array([4.000e+00, 5.812e+03, 5.000e+00]), 2.3811172555898708e-07]","['[CLS] quizá [SEP]', array([4.000e+00, 5.741e+03, 5.000e+00]), 2.47607016001794e-07]","['[CLS] pensé [SEP]', array([4.000e+00, 5.336e+03, 5.000e+00]), 3.107617156938858e-07]",diestra
4533,"['[CLS] ud [SEP]', array([4.0000e+00, 2.2247e+04, 5.0000e+00]), 2.7647678590980718e-09]","['[CLS] sr [SEP]', array([4.0000e+00, 2.1266e+04, 5.0000e+00]), 3.840206042049488e-09]","['[CLS] oye [SEP]', array([4.000e+00, 9.578e+03, 5.000e+00]), 1.0354217794272813e-07]","['[CLS] oh [SEP]', array([4.000e+00, 9.569e+03, 5.000e+00]), 1.0382850768042573e-07]","['[CLS] hola [SEP]', array([4.00e+00, 9.05e+03, 5.00e+00]), 1.220518905942214e-07]","['[CLS] dios [SEP]', array([4.000e+00, 6.103e+03, 5.000e+00]), 3.4921168856616447e-07]","['[CLS] aqui [SEP]', array([4.00e+00, 5.87e+03, 5.00e+00]), 3.848825380625698e-07]","['[CLS] quizás [SEP]', array([4.000e+00, 5.812e+03, 5.000e+00]), 3.944924772403269e-07]","['[CLS] quizá [SEP]', array([4.000e+00, 5.741e+03, 5.000e+00]), 4.066876810870923e-07]","['[CLS] pensé [SEP]', array([4.000e+00, 5.336e+03, 5.000e+00]), 4.866171378070661e-07]","siniestra,"
4534,"['[CLS] oye [SEP]', array([4.000e+00, 9.578e+03, 5.000e+00]), 1.3588855818369439e-08]","['[CLS] oh [SEP]', array([4.000e+00, 9.569e+03, 5.000e+00]), 1.3692710632007277e-08]","['[CLS] sr [SEP]', array([4.0000e+00, 2.1266e+04, 5.0000e+00]), 2.051742942210666e-08]","['[CLS] hola [SEP]', array([4.00e+00, 9.05e+03, 5.00e+00]), 2.0779453602237652e-08]","['[CLS] ud [SEP]', array([4.0000e+00, 2.2247e+04, 5.0000e+00]), 2.3295123274813534e-08]","['[CLS] dios [SEP]', array([4.000e+00, 6.103e+03, 5.000e+00]), 1.4878987886213224e-07]","['[CLS] aqui [SEP]', array([4.00e+00, 5.87e+03, 5.00e+00]), 1.7237491101163016e-07]","['[CLS] quizás [SEP]', array([4.000e+00, 5.812e+03, 5.000e+00]), 1.7882573244420996e-07]","['[CLS] quizá [SEP]', array([4.000e+00, 5.741e+03, 5.000e+00]), 1.8706684434821597e-07]","['[CLS] pensé [SEP]', array([4.000e+00, 5.336e+03, 5.000e+00]), 2.4242924512307695e-07]",garantiza
4535,"['[CLS] ud [SEP]', array([4.0000e+00, 2.2247e+04, 5.0000e+00]), 4.970918121571799e-10]","['[CLS] sr [SEP]', array([4.0000e+00, 2.1266e+04, 5.0000e+00]), 1.0038689879365847e-09]","['[CLS] oye [SEP]', array([4.000e+00, 9.578e+03, 5.000e+00]), 8.496886860775987e-08]","['[CLS] oh [SEP]', array([4.000e+00, 9.569e+03, 5.000e+00]), 8.522826799861605e-08]","['[CLS] hola [SEP]', array([4.00e+00, 9.05e+03, 5.00e+00]), 1.0180805987136665e-07]","['[CLS] dios [SEP]', array([4.000e+00, 6.103e+03, 5.000e+00]), 3.143349884826563e-07]","['[CLS] aqui [SEP]', array([4.00e+00, 5.87e+03, 5.00e+00]), 3.4822216377072834e-07]","['[CLS] quizás [SEP]', array([4.000e+00, 5.812e+03, 5.000e+00]), 3.5736586745382937e-07]","['[CLS] quizá [SEP]', array([4.000e+00, 5.741e+03, 5.000e+00]), 3.689775101012316e-07]","['[CLS] pensé [SEP]', array([4.000e+00, 5.336e+03, 5.000e+00]), 4.4528126064147244e-07]",lea!
4536,"['[CLS] como [SEP]', array([   4., 1184.,    5.]), 9.340417328473904e-11]","['[CLS] ser [SEP]', array([   4., 1200.,    5.]), 1.707464281075488e-09]","['[CLS] más [SEP]', array([   4., 1216.,    5.]), 8.274782525852231e-09]","['[CLS] mi [SEP]', array([   4., 1153.,    5.]), 1.2651022118781441e-08]","['[CLS] le [SEP]', array([   4., 1232.,    5.]), 1.941027427676545e-08]","['[CLS] te [SEP]', array([   4., 1240.,    5.]), 2.6578874212646042e-08]","['[CLS] ti [SEP]', array([   4., 1248.,    5.]), 3.475832666133272e-08]","['[CLS] ha [SEP]', array([   4., 1131.,    5.]), 3.566783246533589e-08]","['[CLS] me [SEP]', array([   4., 1129.,    5.]), 3.8396702484178036e-08]","['[CLS] está [SEP]', array([   4., 1266.,    5.]), 5.665202773563749e-08]",En
4537,"['[CLS] digo [SEP]', array([   4., 3860.,    5.]), 6.241107630700071e-10]","['[CLS] somos [SEP]', array([4.000e+00, 4.107e+03, 5.000e+00]), 2.075886684771433e-09]","['[CLS] necesito [SEP]', array([   4., 3752.,    5.]), 3.4510753144090245e-09]","['[CLS] chico [SEP]', array([   4., 3741.,    5.]), 3.880558874236328e-09]","['[CLS] ves [SEP]', array([4.000e+00, 4.199e+03, 5.000e+00]), 4.8603384650292014e-09]","['[CLS] suerte [SEP]', array([   4., 3713.,    5.]), 5.100957101156212e-09]","['[CLS] rápido [SEP]', array([   4., 3710.,    5.]), 5.242778433611761e-09]","['[CLS] allá [SEP]', array([   4., 3665.,    5.]), 7.637267929183622e-09]","['[CLS] crees [SEP]', array([   4., 3660.,    5.]), 7.935094137323517e-09]","['[CLS] veo [SEP]', array([   4., 3639.,    5.]), 9.257913657911843e-09]",México
4538,"['[CLS] como [SEP]', array([   4., 1184.,    5.]), 2.093674122960465e-09]","['[CLS] mi [SEP]', array([   4., 1153.,    5.]), 3.2553295614690114e-09]","['[CLS] ser [SEP]', array([   4., 1200.,    5.]), 9.359158115174182e-09]","['[CLS] ha [SEP]', array([   4., 1131.,    5.]), 1.780570679787985e-08]","['[CLS] me [SEP]', array([   4., 1129.,    5.]), 1.9748540025510408e-08]","['[CLS] más [SEP]', array([   4., 1216.,    5.]), 2.1429182650578582e-08]","['[CLS] lo [SEP]', array([   4., 1114.,    5.]), 3.784081326063671e-08]","['[CLS] le [SEP]', array([   4., 1232.,    5.]), 3.7924456908200455e-08]","['[CLS] si [SEP]', array([   4., 1112.,    5.]), 4.073813586469299e-08]","['[CLS] para [SEP]', array([   4., 1110.,    5.]), 4.3753341949503977e-08]",percapita
4539,"['[CLS] hola [SEP]', array([4.00e+00, 9.05e+03, 5.00e+00]), 5.388888113522228e-09]","['[CLS] oh [SEP]', array([4.000e+00, 9.569e+03, 5.000e+00]), 1.0109094339405544e-08]","['[CLS] oye [SEP]', array([4.000e+00, 9.578e+03, 5.000e+00]), 1.0198697331098572e-08]","['[CLS] dios [SEP]', array([4.000e+00, 6.103e+03, 5.000e+00]), 2.8282180486449704e-08]","['[CLS] aqui [SEP]', array([4.00e+00, 5.87e+03, 5.00e+00]), 3.9053954292711524e-08]","['[CLS] quizás [SEP]', array([4.000e+00, 5.812e+03, 5.000e+00]), 4.2155511414954105e-08]","['[CLS] quizá [SEP]', array([4.000e+00, 5.741e+03, 5.000e+00]), 4.620453653014778e-08]","['[CLS] pensé [SEP]', array([4.000e+00, 5.336e+03, 5.000e+00]), 7.552119785092515e-08]","['[CLS] debes [SEP]', array([4.000e+00, 5.334e+03, 5.000e+00]), 7.569616378155786e-08]","['[CLS] buenas [SEP]', array([4.000e+00, 5.259e+03, 5.000e+00]), 8.250384186947457e-08]",Lee
4540,"['[CLS] por [SEP]', array([   4., 1096.,    5.]), 5.703337802032138e-11]","['[CLS] al [SEP]', array([   4., 1091.,    5.]), 1.2950374106424078e-10]","['[CLS] las [SEP]', array([   4., 1089.,    5.]), 3.610551857491373e-10]","['[CLS] no [SEP]', array([   4., 1084.,    5.]), 1.4575740614475308e-09]","['[CLS] una [SEP]', array([   4., 1108.,    5.]), 2.7344274622365106e-09]","['[CLS] su [SEP]', array([   4., 1079.,    5.]), 3.310005269874239e-09]","['[CLS] para [SEP]', array([   4., 1110.,    5.]), 3.5586387170383205e-09]","['[CLS] si [SEP]', array([   4., 1112.,    5.]), 4.487716198653402e-09]","['[CLS] lo [SEP]', array([   4., 1114.,    5.]), 5.520515267143367e-09]","['[CLS] o [SEP]', array([   4., 1074.,    5.]), 5.939369329688304e-09]",1.3
4541,"['[CLS] quizá [SEP]', array([4.000e+00, 5.741e+03, 5.000e+00]), 8.019563901839888e-10]","['[CLS] pensé [SEP]', array([4.000e+00, 5.336e+03, 5.000e+00]), 9.947692669598496e-10]","['[CLS] debes [SEP]', array([4.000e+00, 5.334e+03, 5.000e+00]), 1.0149397988712394e-09]","['[CLS] quizás [SEP]', array([4.000e+00, 5.812e+03, 5.000e+00]), 1.4404428760883548e-09]","['[CLS] buenas [SEP]', array([4.000e+00, 5.259e+03, 5.000e+00]), 1.932796589443342e-09]","['[CLS] aqui [SEP]', array([4.00e+00, 5.87e+03, 5.00e+00]), 2.0839687753237968e-09]","['[CLS] dios [SEP]', array([4.000e+00, 6.103e+03, 5.000e+00]), 5.639735567442017e-09]","['[CLS] vaya [SEP]', array([4.000e+00, 4.875e+03, 5.000e+00]), 1.249458736474196e-08]","['[CLS] eh [SEP]', array([4.000e+00, 4.824e+03, 5.000e+00]), 1.4786104340913653e-08]","['[CLS] debo [SEP]', array([4.000e+00, 4.667e+03, 5.000e+00]), 2.3461724341089507e-08]",libros
4542,"['[CLS] mujer [SEP]', array([   4., 1729.,    5.]), 2.2911672559189356e-12]","['[CLS] he [SEP]', array([   4., 1734.,    5.]), 3.644784474232665e-11]","['[CLS] día [SEP]', array([   4., 1726.,    5.]), 3.6786462764837324e-11]","['[CLS] sólo [SEP]', array([   4., 1737.,    5.]), 1.1123624243936092e-10]","['[CLS] uno [SEP]', array([   4., 1745.,    5.]), 5.061059349387165e-10]","['[CLS] donde [SEP]', array([   4., 1748.,    5.]), 7.262933587881548e-10]","['[CLS] estar [SEP]', array([   4., 1712.,    5.]), 7.571590021626662e-10]","['[CLS] ella [SEP]', array([   4., 1749.,    5.]), 8.083091973531964e-10]","['[CLS] acuerdo [SEP]', array([   4., 1708.,    5.]), 1.1363686658327765e-09]","['[CLS] casa [SEP]', array([   4., 1753.,    5.]), 1.1790758369656373e-09]",año.
4543,"['[CLS] fue [SEP]', array([   4., 1341.,    5.]), 2.5431767802785998e-11]","['[CLS] mis [SEP]', array([   4., 1354.,    5.]), 1.4031957817906004e-09]","['[CLS] pero [SEP]', array([   4., 1355.,    5.]), 1.5941692410592623e-09]","['[CLS] esta [SEP]', array([   4., 1359.,    5.]), 2.4762485395513067e-09]","['[CLS] i [SEP]', array([   4., 1316.,    5.]), 3.4923389735652677e-09]","['[CLS] este [SEP]', array([   4., 1365.,    5.]), 4.148151711014236e-09]","['[CLS] ve [SEP]', array([   4., 1312.,    5.]), 4.842083622946802e-09]","['[CLS] bien [SEP]', array([   4., 1311.,    5.]), 5.215345821873996e-09]","['[CLS] ni [SEP]', array([   4., 1382.,    5.]), 1.1068640448641531e-08]","['[CLS] qué [SEP]', array([   4., 1296.,    5.]), 1.258632931211423e-08]",Si
4544,"['[CLS] algún [SEP]', array([   4., 3137.,    5.]), 2.1160850849355484e-13]","['[CLS] salir [SEP]', array([   4., 3143.,    5.]), 5.268674385661143e-12]","['[CLS] van [SEP]', array([   4., 3129.,    5.]), 1.7223333870219903e-11]","['[CLS] casi [SEP]', array([   4., 3128.,    5.]), 2.1276980177731275e-11]","['[CLS] contigo [SEP]', array([   4., 3103.,    5.]), 2.6486035586970047e-10]","['[CLS] pasó [SEP]', array([   4., 3185.,    5.]), 4.5333714560058525e-10]","['[CLS] realmente [SEP]', array([   4., 3189.,    5.]), 5.324461982425532e-10]","['[CLS] serio [SEP]', array([   4., 3084.,    5.]), 6.382679940131197e-10]","['[CLS] demasiado [SEP]', array([   4., 3083.,    5.]), 6.625561210782394e-10]","['[CLS] quería [SEP]', array([   4., 3195.,    5.]), 6.626015291999465e-10]",además
4545,"['[CLS] hola [SEP]', array([4.00e+00, 9.05e+03, 5.00e+00]), 1.350668821231693e-08]","['[CLS] dios [SEP]', array([4.000e+00, 6.103e+03, 5.000e+00]), 1.5716091317230507e-08]","['[CLS] oh [SEP]', array([4.000e+00, 9.569e+03, 5.000e+00]), 2.0550146584419338e-08]","['[CLS] oye [SEP]', array([4.000e+00, 9.578e+03, 5.000e+00]), 2.0677816570113805e-08]","['[CLS] aqui [SEP]', array([4.00e+00, 5.87e+03, 5.00e+00]), 2.396660114811766e-08]","['[CLS] quizás [SEP]', array([4.000e+00, 5.812e+03, 5.000e+00]), 2.6409123887738417e-08]","['[CLS] quizá [SEP]', array([4.000e+00, 5.741e+03, 5.000e+00]), 2.963327228044932e-08]","['[CLS] pensé [SEP]', array([4.000e+00, 5.336e+03, 5.000e+00]), 5.3824915524636197e-08]","['[CLS] debes [SEP]', array([4.000e+00, 5.334e+03, 5.000e+00]), 5.397264146722591e-08]","['[CLS] buenas [SEP]', array([4.000e+00, 5.259e+03, 5.000e+00]), 5.974386851903546e-08]",sumamos
4546,"['[CLS] puede [SEP]', array([   4., 1499.,    5.]), 4.054645508233534e-12]","['[CLS] años [SEP]', array([   4., 1503.,    5.]), 3.629785361169979e-11]","['[CLS] todos [SEP]', array([   4., 1495.,    5.]), 1.0190914778718252e-10]","['[CLS] así [SEP]', array([   4., 1506.,    5.]), 1.446132102955744e-10]","['[CLS] tiene [SEP]', array([   4., 1512.,    5.]), 5.738713948488794e-10]","['[CLS] algo [SEP]', array([   4., 1513.,    5.]), 6.726118551014793e-10]","['[CLS] cuando [SEP]', array([   4., 1486.,    5.]), 8.086745717506005e-10]","['[CLS] vez [SEP]', array([   4., 1480.,    5.]), 1.6637645705586124e-09]","['[CLS] gran [SEP]', array([   4., 1523.,    5.]), 2.077837679692607e-09]","['[CLS] sin [SEP]', array([   4., 1477.,    5.]), 2.2092758733549545e-09]",8
4547,"['[CLS] mal [SEP]', array([   4., 1678.,    5.]), 2.3188007070018557e-11]","['[CLS] lugar [SEP]', array([   4., 1675.,    5.]), 9.308476212055439e-11]","['[CLS] vida [SEP]', array([   4., 1688.,    5.]), 1.2475476207640668e-10]","['[CLS] favor [SEP]', array([   4., 1673.,    5.]), 1.6587986539917665e-10]","['[CLS] están [SEP]', array([   4., 1690.,    5.]), 2.057394254961764e-10]","['[CLS] ese [SEP]', array([   4., 1672.,    5.]), 2.1019297413715776e-10]","['[CLS] nada [SEP]', array([   4., 1671.,    5.]), 2.598082859961437e-10]","['[CLS] desde [SEP]', array([   4., 1668.,    5.]), 4.4065662230252656e-10]","['[CLS] mismo [SEP]', array([   4., 1698.,    5.]), 7.271574453682206e-10]","['[CLS] sé [SEP]', array([   4., 1661.,    5.]), 1.0517836601664499e-09]",10
4548,"['[CLS] sr [SEP]', array([4.0000e+00, 2.1266e+04, 5.0000e+00]), 3.236801937589462e-10]","['[CLS] ud [SEP]', array([4.0000e+00, 2.2247e+04, 5.0000e+00]), 7.496344656132692e-10]","['[CLS] oye [SEP]', array([4.000e+00, 9.578e+03, 5.000e+00]), 5.847652206902865e-08]","['[CLS] oh [SEP]', array([4.000e+00, 9.569e+03, 5.000e+00]), 5.8691749682537875e-08]","['[CLS] hola [SEP]', array([4.00e+00, 9.05e+03, 5.00e+00]), 7.257568468421738e-08]","['[CLS] dios [SEP]', array([4.000e+00, 6.103e+03, 5.000e+00]), 2.611014303655068e-07]","['[CLS] aqui [SEP]', array([4.00e+00, 5.87e+03, 5.00e+00]), 2.920629804670227e-07]","['[CLS] quizás [SEP]', array([4.000e+00, 5.812e+03, 5.000e+00]), 3.0044195353795544e-07]","['[CLS] quizá [SEP]', array([4.000e+00, 5.741e+03, 5.000e+00]), 3.1109642550930516e-07]","['[CLS] pensé [SEP]', array([4.000e+00, 5.336e+03, 5.000e+00]), 3.814532054668973e-07]",mexicanos
4549,"['[CLS] oye [SEP]', array([4.000e+00, 9.578e+03, 5.000e+00]), 3.139698501186672e-10]","['[CLS] oh [SEP]', array([4.000e+00, 9.569e+03, 5.000e+00]), 3.299237549825307e-10]","['[CLS] hola [SEP]', array([4.00e+00, 9.05e+03, 5.00e+00]), 2.0519766996685007e-09]","['[CLS] sr [SEP]', array([4.0000e+00, 2.1266e+04, 5.0000e+00]), 5.8608107700308665e-08]","['[CLS] ud [SEP]', array([4.0000e+00, 2.2247e+04, 5.0000e+00]), 6.32419140389473e-08]","['[CLS] dios [SEP]', array([4.000e+00, 6.103e+03, 5.000e+00]), 8.230062908953784e-08]","['[CLS] aqui [SEP]', array([4.00e+00, 5.87e+03, 5.00e+00]), 1.0006373762916354e-07]","['[CLS] quizás [SEP]', array([4.000e+00, 5.812e+03, 5.000e+00]), 1.0499276326125795e-07]","['[CLS] quizá [SEP]', array([4.000e+00, 5.741e+03, 5.000e+00]), 1.1132912880462698e-07]","['[CLS] pensé [SEP]', array([4.000e+00, 5.336e+03, 5.000e+00]), 1.548572012843863e-07]",comprende
4550,"['[CLS] hola [SEP]', array([4.00e+00, 9.05e+03, 5.00e+00]), 5.388888113522228e-09]","['[CLS] oh [SEP]', array([4.000e+00, 9.569e+03, 5.000e+00]), 1.0109094339405544e-08]","['[CLS] oye [SEP]', array([4.000e+00, 9.578e+03, 5.000e+00]), 1.0198697331098572e-08]","['[CLS] dios [SEP]', array([4.000e+00, 6.103e+03, 5.000e+00]), 2.8282180486449704e-08]","['[CLS] aqui [SEP]', array([4.00e+00, 5.87e+03, 5.00e+00]), 3.9053954292711524e-08]","['[CLS] quizás [SEP]', array([4.000e+00, 5.812e+03, 5.000e+00]), 4.2155511414954105e-08]","['[CLS] quizá [SEP]', array([4.000e+00, 5.741e+03, 5.000e+00]), 4.620453653014778e-08]","['[CLS] pensé [SEP]', array([4.000e+00, 5.336e+03, 5.000e+00]), 7.552119785092515e-08]","['[CLS] debes [SEP]', array([4.000e+00, 5.334e+03, 5.000e+00]), 7.569616378155786e-08]","['[CLS] buenas [SEP]', array([4.000e+00, 5.259e+03, 5.000e+00]), 8.250384186947457e-08]",Lee.
4551,"['[CLS] este [SEP]', array([   4., 1365.,    5.]), 9.392520095019563e-11]","['[CLS] esta [SEP]', array([   4., 1359.,    5.]), 5.922279333603342e-10]","['[CLS] ni [SEP]', array([   4., 1382.,    5.]), 9.678291501558078e-10]","['[CLS] pero [SEP]', array([   4., 1355.,    5.]), 1.1676298816709618e-09]","['[CLS] mis [SEP]', array([   4., 1354.,    5.]), 1.3423722133865112e-09]","['[CLS] entre [SEP]', array([   4., 1391.,    5.]), 2.7360206322768477e-09]","['[CLS] todo [SEP]', array([   4., 1397.,    5.]), 4.393914343481242e-09]","['[CLS] fue [SEP]', array([   4., 1341.,    5.]), 4.768547112732335e-09]","['[CLS] eso [SEP]', array([   4., 1400.,    5.]), 5.362850608037206e-09]","['[CLS] aquí [SEP]', array([   4., 1401.,    5.]), 5.7062669034380065e-09]",Me
