Palabra 	 Primeras alineaciones 	 Segundas alineaciones 
bananero	[['bananero', 0], ['bananera', 7.571036952924715e-08], ['MENTIRAS', 0.0008615038654760099], ['MENTIR', 0.0008615038654760099], ['MENTIRA', 0.0008615038654760099]]	[['bananero', 0], ['bananera', 7.571036952924715e-08], ['MENTIRAS', 0.0008615038654760099], ['MENTIR', 0.0008615038654760099], ['MENTIRA', 0.0008615038654760099]]
Populismo	[['Populismo', 2.220446049250313e-16], ['PATRIA', 0.0007534304519911661], ['bueno...', 0.0010738270324922583], ['gobierno!!', 0.0014285107492796323], ['senado?', 0.0018565895973020607]]	[['Populismo', 0], ['PATRIA', 0.0007534304519912771], ['bueno...', 0.0010738270324929244], ['gobierno!!', 0.0014285107492804094], ['senado?', 0.001856589597302949]]
estaciones	[['estaciones', 0], ['refieres', 1.6653345369377348e-15], ['perfil', 1.7763568394002505e-15], ['obligatorio', 6.994405055138486e-15], ['salga', 1.5654144647214707e-14]]	[['estaciones', 0], ['perfil', 1.6653345369377348e-15], ['refieres', 1.6653345369377348e-15], ['obligatorio', 6.772360450213455e-15], ['salga', 1.532107773982716e-14]]
quieren,	[['quieren,', 0], ['debate,', 8.637391579746634e-09], ['mantenimiento.', 8.66128779808406e-09], ['dices.', 2.4190210390351297e-08], ['malo,', 1.3769510809336083e-07]]	[['quieren,', 0], ['debate,', 8.637391579746634e-09], ['mantenimiento.', 8.66128779808406e-09], ['dices.', 2.4190210390351297e-08], ['malo,', 1.3769510809336083e-07]]
Políticos	[['Políticos', 1.1102230246251565e-16], ['viejas', 7.771561172376096e-15], ['sufren', 1.1102230246251565e-14], ['Vayan', 3.086420008457935e-14], ['falla', 1.234568003383174e-13]]	[['Políticos', 0], ['viejas', 7.66053886991358e-15], ['sufren', 1.099120794378905e-14], ['Vayan', 3.0753177782116836e-14], ['falla', 1.233457780358549e-13]]
postor	[['postor', 0], ['palacio,', 3.9648562211169747e-10], ['Trío', 3.268641668441319e-08], ['saqueando', 3.740878629088229e-08], ['inútil!', 8.416366559238497e-08]]	[['postor', 0], ['palacio,', 3.96485511089395e-10], ['Trío', 3.2686416573390886e-08], ['saqueando', 3.7408786068837685e-08], ['inútil!', 8.416366548136267e-08]]
unido	[['unido', 0], ['contestar', 3.774758283725532e-15], ['retirar', 3.774758283725532e-15], ['esencia', 4.285460875053104e-14], ['Díaz', 1.233457780358549e-13]]	[['unido', 0], ['contestar', 3.6637359812630166e-15], ['retirar', 3.774758283725532e-15], ['esencia', 4.2743586448068527e-14], ['Díaz', 1.233457780358549e-13]]
tuit,	[['tuit,', 2.220446049250313e-16], ['tuit.', 1.7289477627357996e-08], ['burlando', 3.5711991930864606e-05], ['pendejos.', 4.0960506417664355e-05], ['pendejos,', 4.098215825165674e-05]]	[['tuit,', 0], ['tuit.', 1.728947740531339e-08], ['burlando', 3.571199193097563e-05], ['pendejos.', 4.09605064178864e-05], ['pendejos,', 4.098215825165674e-05]]
actual.	[['actual.', 2.220446049250313e-16], ['crees,', 4.4923413100583787e-08], ['paso,', 6.850492573207134e-08], ['miedo?', 9.419351476580573e-08], ['propia,', 1.5073867598580648e-07]]	[['actual.', 0], ['crees,', 4.492341321160609e-08], ['paso,', 6.850492584309364e-08], ['miedo?', 9.419351476580573e-08], ['propia,', 1.5073867587478418e-07]]
pisos	[['pisos', 0], ['mensuales', 7.882583474838611e-15], ['sano', 2.0095036745715333e-14], ['Felicitaciones', 5.3290705182007514e-14], ['caca', 7.083222897108499e-14]]	[['pisos', 0], ['mensuales', 7.882583474838611e-15], ['sano', 2.0095036745715333e-14], ['Felicitaciones', 5.3179682879545e-14], ['caca', 7.083222897108499e-14]]
macho	[['macho', 0], ['reflejo', 2.220446049250313e-16], ['time', 9.880984919163893e-15], ['contempla', 9.880984919163893e-15], ['castigar', 1.63202784619898e-14]]	[['macho', 0], ['reflejo', 2.220446049250313e-16], ['time', 9.769962616701378e-15], ['contempla', 9.880984919163893e-15], ['castigar', 1.63202784619898e-14]]
estuvieran	[['estuvieran', 0], ['tendrían', 1.1102230246251565e-16], ['tontería', 2.220446049250313e-16], ['presidenta', 1.9984014443252818e-15], ['chiste', 3.7636560534792807e-14]]	[['estuvieran', 0], ['tontería', 2.220446049250313e-16], ['tendrían', 2.220446049250313e-16], ['presidenta', 1.887379141862766e-15], ['chiste', 3.752553823233029e-14]]
carajos	[['carajos', 0], ['carcel', 2.220446049250313e-16], ['gustos', 2.1094237467877974e-15], ['Manda', 2.6645352591003757e-15], ['licenciatura', 6.661338147750939e-15]]	[['carajos', 0], ['carcel', 2.220446049250313e-16], ['gustos', 2.220446049250313e-15], ['Manda', 2.886579864025407e-15], ['licenciatura', 6.772360450213455e-15]]
oportunistas	[['oportunistas', 0], ['Así,', 1.5016721600646932e-06], ['cuenta,', 1.5441640863755879e-06], ['cosas,', 1.5443625642763692e-06], ['poco.', 1.5590254287545235e-06]]	[['oportunistas', 0], ['Así,', 1.5016721600646932e-06], ['cuenta,', 1.5441640863755879e-06], ['cosas,', 1.5443625642763692e-06], ['poco.', 1.5590254287545235e-06]]
brazo	[['brazo', 1.1102230246251565e-16], ['aplica', 4.340972026284362e-14], ['millón', 7.72715225139109e-14], ['alumnos', 1.2068124277675452e-13], ['enviar', 1.2101430968414206e-13]]	[['brazo', 0], ['aplica', 4.3520742565306136e-14], ['millón', 7.716050021144838e-14], ['alumnos', 1.2068124277675452e-13], ['enviar', 1.2079226507921703e-13]]
chilanga	[['chilanga', 1.1102230246251565e-16], ['Chairos', 0.0008515302251795864], ['aplaudir', 0.001189242775747834], ['HACEN', 0.0015518979673833089], ['HACER', 0.0015550666794996726]]	[['chilanga', 0], ['Chairos', 0.0008515302251794754], ['aplaudir', 0.001189242775747834], ['HACEN', 0.0015518979673833089], ['HACER', 0.0015550666794996726]]
dicen,	[['dicen,', 1.1102230246251565e-16], ['noticias,', 2.57658516744641e-09], ['pobreza.', 5.2188931398688965e-08], ['tí.', 6.457651657854058e-08], ['ganar,', 9.323774374792038e-08]]	[['dicen,', 0], ['noticias,', 2.57658516744641e-09], ['pobreza.', 5.2188931398688965e-08], ['tí.', 6.457651646751827e-08], ['ganar,', 9.323774396996498e-08]]
PAZ	[['PAZ', 1.1102230246251565e-16], ['valiente,', 5.832093696866991e-10], ['feminista', 3.356886280059257e-08], ['inútil.', 5.302199523882223e-08], ['Metro,', 5.591009866190433e-08]]	[['PAZ', 0], ['valiente,', 5.832090366197917e-10], ['feminista', 3.356886280059257e-08], ['inútil.', 5.3021995127799926e-08], ['Metro,', 5.591009866190433e-08]]
Muestra	[['Muestra', 0], ['ESO', 4.6629367034256575e-15], ['votaciones', 5.440092820663267e-15], ['tentación', 6.5503158452884236e-15], ['psicópata', 7.66053886991358e-15]]	[['Muestra', 0], ['ESO', 4.6629367034256575e-15], ['votaciones', 5.662137425588298e-15], ['tentación', 6.772360450213455e-15], ['psicópata', 7.882583474838611e-15]]
😐	[['🤣', 2.220446049250313e-16], ['vergüenza', 2.220446049250313e-16], ['😂', 2.220446049250313e-16], ['🤣🤣🤣', 2.220446049250313e-16], ['😂😂😂', 2.220446049250313e-16]]	[['🤣', 0], ['vergüenza', 0], ['😂', 0], ['🤣🤣🤣', 0], ['😂😂😂', 0]]
equivoques	[['equivoques', 2.220446049250313e-16], ['Seria', 7.674921378431065e-07], ['tú.', 1.9474275699815635e-06], ['estado.', 1.9681128654580604e-06], ['ciudad?', 2.5226439640535503e-06]]	[['equivoques', 0], ['Seria', 7.674921378431065e-07], ['tú.', 1.9474275699815635e-06], ['estado.', 1.968112865680105e-06], ['ciudad?', 2.5226439638315057e-06]]
viajes	[['viajes', 0], ['impuesto', 4.4853010194856324e-14], ['oscuro', 1.368904989362818e-13], ['líderes', 4.711786516509164e-13], ['viejos', 5.463407504180395e-13]]	[['viajes', 0], ['impuesto', 4.4853010194856324e-14], ['oscuro', 1.368904989362818e-13], ['líderes', 4.714006962558415e-13], ['viejos', 5.463407504180395e-13]]
madres,	[['madres,', 2.220446049250313e-16], ['corrupcion', 3.786887137202655e-08], ['Lamentable', 4.434451794654848e-08], ['gobierne', 4.8721284451325175e-08], ['madres.', 1.9330601441769346e-07]]	[['madres,', 0], ['corrupcion', 3.786887137202655e-08], ['Lamentable', 4.434451794654848e-08], ['gobierne', 4.872128422928057e-08], ['madres.', 1.9330601452871576e-07]]
calaca	[['calaca', 0], ['estupido', 5.723972218429907e-08], ['fachos', 4.4763780948642307e-07], ['PRI', 8.647457209187692e-07], ['PRD', 8.962229099962471e-07]]	[['calaca', 0], ['estupido', 5.723972218429907e-08], ['fachos', 4.4763780948642307e-07], ['PRI', 8.647457209187692e-07], ['PRD', 8.962229099962471e-07]]
hablemos	[['hablemos', 2.220446049250313e-16], ['santa', 2.9976021664879227e-15], ['Hernández', 4.773959005888173e-15], ['lee', 2.353672812205332e-14], ['Houston', 3.26405569239796e-14]]	[['hablemos', 0], ['santa', 2.9976021664879227e-15], ['Hernández', 4.773959005888173e-15], ['lee', 2.353672812205332e-14], ['Houston', 3.26405569239796e-14]]
recursos.	[['recursos.', 2.220446049250313e-16], ['gusta.', 2.2802587384962436e-07], ['gobierno?', 5.566385020694398e-07], ['alguna,', 1.316883719071349e-06], ['aplaudo', 1.4798418884742759e-06]]	[['recursos.', 0], ['gusta.', 2.2802587362757976e-07], ['gobierno?', 5.566385017363729e-07], ['alguna,', 1.316883718738282e-06], ['aplaudo', 1.4798418883632536e-06]]
SERÁ	[['SERÁ', 0], ['ratas,', 3.739003551217479e-10], ['palera', 1.0465823430116927e-08], ['corrupta', 1.2851647634981589e-08], ['héroes,', 1.3628580264324341e-08]]	[['SERÁ', 0], ['ratas,', 3.7390024409944544e-10], ['palera', 1.0465823319094625e-08], ['corrupta', 1.2851647634981589e-08], ['héroes,', 1.3628580042279737e-08]]
cártel	[['cártel', 2.220446049250313e-16], ['Delgado', 5.701967105142813e-07], ['gente.', 1.559975187359619e-06], ['Estado.', 1.567111341027605e-06], ['tienes,', 1.946441052003145e-06]]	[['cártel', 0], ['Delgado', 5.701967107363259e-07], ['gente.', 1.5599751874706413e-06], ['Estado.', 1.567111341027605e-06], ['tienes,', 1.946441052003145e-06]]
país...	[['país...', 0], ['así...', 0.00015432182403640748], ['años...', 0.00017230791189826178], ['favor!!!', 0.00020574483818069922], ['nada!!!', 0.00021803955002297482]]	[['país...', 0], ['así...', 0.00015432182403607442], ['años...', 0.0001723079118979287], ['favor!!!', 0.00020574483818036615], ['nada!!!', 0.00021803955002264175]]
estatal	[['estatal', 2.220446049250313e-16], ['árboles', 3.885780586188048e-15], ['jardín', 3.47499806707674e-14], ['recomendación', 3.1386004906153175e-13], ['solicitar', 3.8757885789664215e-13]]	[['estatal', 0], ['árboles', 3.885780586188048e-15], ['jardín', 3.47499806707674e-14], ['recomendación', 3.1397107136399427e-13], ['solicitar', 3.8757885789664215e-13]]
homenaje	[['homenaje', 0], ['renovación', 3.008704396734174e-14], ['Alejandro', 3.040900864448304e-13], ['importar', 4.426459199180499e-13], ['sufrimiento', 4.4586556668946287e-13]]	[['homenaje', 0], ['renovación', 3.008704396734174e-14], ['Alejandro', 3.040900864448304e-13], ['importar', 4.4275694222051243e-13], ['sufrimiento', 4.459765889919254e-13]]
PLURINOMINAL	[['PLURINOMINAL', 0], ['CHASPM', 0.00019716110951895072], ['Ridicula', 0.0011882613103435524], ['TIENE', 0.0016378588509334824], ['psicólogo', 0.001790146193521358]]	[['PLURINOMINAL', 0], ['CHASPM', 0.00019716110951928378], ['Ridicula', 0.0011882613103432194], ['TIENE', 0.0016378588509335934], ['psicólogo', 0.001790146193521358]]
cargar	[['cargar', 2.220446049250313e-16], ['faltas', 5.551115123125783e-16], ['deudas', 5.218048215738236e-15], ['cabrón', 2.0761170560490427e-14], ['golpes', 2.808864252301646e-14]]	[['cargar', 0], ['faltas', 5.551115123125783e-16], ['deudas', 4.9960036108132044e-15], ['cabrón', 2.0650148258027912e-14], ['golpes', 2.808864252301646e-14]]
lanza	[['lanza', 2.220446049250313e-16], ['preocupada', 7.216449660063518e-15], ['últimamente', 2.0317081350640365e-14], ['chocolate', 9.847678228425139e-14], ['metido', 1.1712852909795402e-13]]	[['lanza', 0], ['preocupada', 7.327471962526033e-15], ['últimamente', 2.042810365310288e-14], ['chocolate', 9.85878045867139e-14], ['metido', 1.1723955140041653e-13]]
Maldito	[['Maldito', 2.220446049250313e-16], ['porqué', 7.771561172376096e-16], ['estúpida', 3.885780586188048e-15], ['conviene', 1.6708856520608606e-13], ['cartera', 3.207434318142077e-13]]	[['Maldito', 0], ['porqué', 9.992007221626409e-16], ['estúpida', 3.9968028886505635e-15], ['conviene', 1.673106098110111e-13], ['cartera', 3.2107649872159527e-13]]
vacuna	[['vacuna', 0], ['inundaciones', 1.6653345369377348e-15], ['presidentes', 1.9206858326015208e-14], ['involucrados', 3.5860203695392556e-14], ['carece', 4.6074255521943996e-14]]	[['vacuna', 0], ['inundaciones', 1.4432899320127035e-15], ['presidentes', 1.9206858326015208e-14], ['involucrados', 3.5860203695392556e-14], ['carece', 4.6074255521943996e-14]]
ALITO	[['ALITO', 0], ['acordé', 2.5019114557878197e-09], ['propones', 4.726312546887712e-07], ['ardidos', 9.151845398180924e-07], ['Juan', 2.4994269541833702e-06]]	[['ALITO', 0], ['acordé', 2.5019114557878197e-09], ['propones', 4.726312546887712e-07], ['ardidos', 9.151845398180924e-07], ['Juan', 2.4994269541833702e-06]]
paro	[['paro', 0], ['Oiga', 5.0959236830294685e-14], ['parada', 6.672440377997191e-14], ['sentimiento', 6.683542608243442e-14], ['desempeño', 3.375077994860476e-13]]	[['paro', 0], ['Oiga', 5.1181281435219717e-14], ['parada', 6.683542608243442e-14], ['sentimiento', 6.694644838489694e-14], ['desempeño', 3.376188217885101e-13]]
referente	[['referente', 0], ['atacar', 2.6645352591003757e-15], ['prácticamente', 1.6231460620019789e-13], ['exige', 1.6298074001497298e-13], ['oye', 3.0830893393840597e-13]]	[['referente', 0], ['atacar', 2.4424906541753444e-15], ['prácticamente', 1.6253665080512292e-13], ['exige', 1.63202784619898e-13], ['oye', 3.084199562408685e-13]]
queridos	[['queridos', 0], ['Martha', 9.2148511043888e-15], ['sabiendo', 1.2101430968414206e-14], ['Ruiz', 9.958700530887654e-14], ['tontos', 1.582067810090848e-13]]	[['queridos', 0], ['Martha', 9.2148511043888e-15], ['sabiendo', 1.2101430968414206e-14], ['Ruiz', 9.958700530887654e-14], ['tontos', 1.582067810090848e-13]]
controla	[['controla', 0], ['tocó', 2.220446049250313e-16], ['asqueroso', 4.440892098500626e-16], ['entregó', 4.3298697960381105e-15], ['buscas', 6.439293542825908e-15]]	[['controla', 0], ['asqueroso', 2.220446049250313e-16], ['tocó', 2.220446049250313e-16], ['entregó', 4.107825191113079e-15], ['buscas', 6.439293542825908e-15]]
pudieran	[['pudieran', 1.1102230246251565e-16], ['asumir', 2.6978419498391304e-14], ['Bolivia', 4.207745263329343e-14], ['Reina', 2.4225066397320916e-13], ['vieron', 2.829958489769524e-13]]	[['pudieran', 0], ['asumir', 2.6756374893466273e-14], ['Bolivia', 4.196643033083092e-14], ['Reina', 2.419175970658216e-13], ['vieron', 2.8277380437202737e-13]]
#AMLOTraidorALaPatria	[['#AMLOBurlaMundial', 0], ['#AMLOMienteYNoDaResultados', 0], ['#AMLO', 0], ['#AMLOLujoDePresidente', 0], ['#AMLOTraidorALaPatria', 0]]	[['#AMLOBurlaMundial', 0], ['#AMLOMienteYNoDaResultados', 0], ['#AMLO', 0], ['#AMLOLujoDePresidente', 0], ['#AMLOTraidorALaPatria', 0]]
protagonismo	[['protagonismo', 1.1102230246251565e-16], ['hueva', 4.6459585401059655e-08], ['jefe,', 2.861530947750879e-07], ['pregunta.', 2.93026187758727e-07], ['ellas,', 3.0698313058241666e-07]]	[['protagonismo', 0], ['hueva', 4.645958529003735e-08], ['jefe,', 2.861530947750879e-07], ['pregunta.', 2.930261879807716e-07], ['ellas,', 3.0698313080446127e-07]]
ratas.	[['ratas.', 2.220446049250313e-16], ['trabajas,', 5.6860272046321825e-09], ['arrastrada', 1.833304741349906e-08], ['argumentar', 2.2380083120054906e-08], ['ética,', 2.591954917363637e-08]]	[['ratas.', 0], ['trabajas,', 5.6860272046321825e-09], ['arrastrada', 1.8333047302476757e-08], ['argumentar', 2.238008334209951e-08], ['ética,', 2.591954917363637e-08]]
Av.	[['Av.', 0], ['delincuencia,', 1.7382543182620225e-09], ['falsa,', 4.555127608441012e-09], ['hocico', 6.496730375893378e-09], ['conversión,', 8.42139136203457e-09]]	[['Av.', 0], ['delincuencia,', 1.7382543182620225e-09], ['falsa,', 4.555127386396407e-09], ['hocico', 6.496730375893378e-09], ['conversión,', 8.42139136203457e-09]]
#NiPerdonNiOlvido	[['#NiPerdonNiOlvido', 2.220446049250313e-16], ['#GobiernoDeInutiles', 3.3582370129181527e-07], ['#GobiernoCorruptoyMentiroso', 3.58978011094635e-07], ['#GobiernoCriminalCorruptoyMentiroso', 3.58978011094635e-07], ['#PresidenteDeMéxico', 1.2419722649981146e-05]]	[['#NiPerdonNiOlvido', 0], ['#GobiernoDeInutiles', 3.3582370140283757e-07], ['#GobiernoCorruptoyMentiroso', 3.58978011094635e-07], ['#GobiernoCriminalCorruptoyMentiroso', 3.58978011094635e-07], ['#PresidenteDeMéxico', 1.2419722650203191e-05]]
Historia	[['Historia', 2.220446049250313e-16], ['concierto', 7.771561172376096e-15], ['universidades', 7.038813976123492e-14], ['serían', 1.247890679678676e-13], ['profunda', 1.5865087021893487e-13]]	[['Historia', 0], ['concierto', 7.771561172376096e-15], ['universidades', 7.027711745877241e-14], ['serían', 1.2467804566540508e-13], ['profunda', 1.582067810090848e-13]]
ritmo	[['ritmo', 2.220446049250313e-16], ['novela', 5.81756864903582e-14], ['altos', 5.828670879282072e-14], ['herramientas', 9.103828801926284e-14], ['sepa', 1.7819079545233762e-13]]	[['ritmo', 0], ['novela', 5.828670879282072e-14], ['altos', 5.828670879282072e-14], ['herramientas', 9.103828801926284e-14], ['sepa', 1.7819079545233762e-13]]
agropecuaria	[['agropecuaria', 0], ['Hipócrita,', 2.2871963686221797e-05], ['Hipócrita.', 2.404668561106771e-05], ['pendejadas.', 0.00013754982866243104], ['pendejadas,', 0.00013931738768735435]]	[['agropecuaria', 0], ['Hipócrita,', 2.2871963686221797e-05], ['Hipócrita.', 2.404668561106771e-05], ['pendejadas.', 0.00013754982866232002], ['pendejadas,', 0.00013931738768735435]]
Francisco	[['Francisco', 2.220446049250313e-16], ['salvar', 1.8540724511240114e-14], ['consecuencias', 7.494005416219807e-14], ['ofrecer', 4.672928710647284e-13], ['quizás', 1.5214496329463145e-12]]	[['Francisco', 0], ['salvar', 1.865174681370263e-14], ['consecuencias', 7.494005416219807e-14], ['ofrecer', 4.672928710647284e-13], ['quizás', 1.5214496329463145e-12]]
CAMPAÑA	[['CAMPAÑA', 2.220446049250313e-16], ['Salinas.', 0.0007622191700272785], ['Populista', 0.0007725824059334752], ['Salinas,', 0.0007885887834714334], ['gobierno,', 0.0010066813925952989]]	[['CAMPAÑA', 0], ['Salinas.', 0.0007622191700273895], ['Populista', 0.0007725824059333641], ['Salinas,', 0.0007885887834715444], ['gobierno,', 0.0010066813925950768]]
fea,	[['fea,', 0], ['porquería.', 1.866147791851347e-09], ['criticas', 2.2445223457623342e-09], ['mendiga', 1.2978231489491066e-08], ['mereces.', 1.8006720781116314e-08]]	[['fea,', 0], ['porquería.', 1.8661476808290445e-09], ['criticas', 2.2445223457623342e-09], ['mendiga', 1.297823171153567e-08], ['mereces.', 1.8006720781116314e-08]]
resuelva	[['resuelva', 1.1102230246251565e-16], ['terminar,', 4.40885629116039e-08], ['gusto,', 5.273026226770838e-08], ['ja.', 1.2366828228138615e-07], ['ladran', 3.272569972789796e-07]]	[['resuelva', 0], ['terminar,', 4.40885629116039e-08], ['gusto,', 5.273026204566378e-08], ['ja.', 1.2366828194831925e-07], ['ladran', 3.272569972789796e-07]]
agarra	[['agarra', 2.220446049250313e-16], ['compraste', 1.4210854715202004e-14], ['torta', 1.84297022087776e-14], ['toco', 4.451994328746878e-14], ['echando', 5.96189764223709e-14]]	[['agarra', 0], ['compraste', 1.4210854715202004e-14], ['torta', 1.8318679906315083e-14], ['toco', 4.451994328746878e-14], ['echando', 5.96189764223709e-14]]
creación	[['creación', 0], ['entrar', 4.655165142253281e-13], ['respuesta', 4.664046926450283e-13], ['Esa', 2.903788320907097e-12], ['Según', 7.48667794425728e-12]]	[['creación', 0], ['entrar', 4.654054919228656e-13], ['respuesta', 4.664046926450283e-13], ['Esa', 2.903788320907097e-12], ['Según', 7.486455899652356e-12]]
fuimos	[['fuimos', 2.220446049250313e-16], ['clan', 9.658940314238862e-15], ['Metro', 2.731148640577885e-14], ['sombra', 3.930189507173054e-14], ['estarás', 7.016609515630989e-14]]	[['fuimos', 0], ['clan', 9.992007221626409e-15], ['Metro', 2.7422508708241367e-14], ['sombra', 3.952393967665557e-14], ['estarás', 7.027711745877241e-14]]
petición	[['petición', 0], ['indígenas', 9.43689570931383e-15], ['dulce', 3.7969627442180354e-14], ['Nuestro', 3.808064974464287e-14], ['ganado', 1.5198953207118393e-13]]	[['petición', 0], ['indígenas', 9.547918011776346e-15], ['dulce', 3.7969627442180354e-14], ['Nuestro', 3.8191672047105385e-14], ['ganado', 1.5221157667610896e-13]]
😞	[['🤣', 2.220446049250313e-16], ['vergüenza', 2.220446049250313e-16], ['😂', 2.220446049250313e-16], ['🤣🤣🤣', 2.220446049250313e-16], ['😂😂😂', 2.220446049250313e-16]]	[['🤣', 0], ['vergüenza', 0], ['😂', 0], ['🤣🤣🤣', 0], ['😂😂😂', 0]]
renuncia.	[['renuncia.', 0], ['encuesta.', 1.2421552675334624e-10], ['burbuja', 1.0748785861380838e-08], ['peores.', 3.289122030292191e-08], ['corruptas', 5.72181819702422e-08]]	[['renuncia.', 0], ['encuesta.', 1.2421530470874131e-10], ['burbuja', 1.0748785861380838e-08], ['peores.', 3.289122030292191e-08], ['corruptas', 5.7218181859219897e-08]]
profesionales	[['profesionales', 1.1102230246251565e-16], ['capaz', 2.2537527399890678e-14], ['reforma', 9.00390872971002e-14], ['juicio', 3.596012376760882e-13], ['Vete', 5.615508058554042e-13]]	[['profesionales', 0], ['capaz', 2.2537527399890678e-14], ['reforma', 9.00390872971002e-14], ['juicio', 3.594902153736257e-13], ['Vete', 5.613287612504791e-13]]
¡Y	[['¡Y', 0], ['¡Es', 3.6117039281524654e-07], ['¿por', 2.348860319134616e-06], ['Colima', 5.1377626802961984e-06], ['que?', 5.1604006821026616e-06]]	[['¡Y', 0], ['¡Es', 3.6117039281524654e-07], ['¿por', 2.3488603190235935e-06], ['Colima', 5.137762680074154e-06], ['que?', 5.160400681991639e-06]]
@Alc_Iztapalapa	[['@Alc_Iztapalapa', 2.220446049250313e-16], ['@infpmorena', 2.856011827145899e-06], ['Jalisco', 1.9648446637154926e-05], ['Jalisco.', 1.9648446637154926e-05], ['Jalisco,', 1.9648446637154926e-05]]	[['@Alc_Iztapalapa', 0], ['@infpmorena', 2.8560118273679436e-06], ['Jalisco', 1.9648446637154926e-05], ['Jalisco.', 1.9648446637154926e-05], ['Jalisco,', 1.9648446637154926e-05]]
violento	[['violento', 0], ['hacerla', 1.1435297153639112e-14], ['actúan', 3.042011087472929e-14], ['TI', 5.850875339774575e-14], ['pagas', 1.7408297026122455e-13]]	[['violento', 0], ['hacerla', 1.1435297153639112e-14], ['actúan', 3.042011087472929e-14], ['TI', 5.828670879282072e-14], ['pagas', 1.7408297026122455e-13]]
cuentas.	[['cuentas.', 0], ['pobreza,', 4.020867350185142e-08], ['tí,', 5.124630342301373e-08], ['representa.', 5.454698559503868e-08], ['mmdas', 9.72351219541423e-08]]	[['cuentas.', 0], ['pobreza,', 4.020867350185142e-08], ['tí,', 5.124630342301373e-08], ['representa.', 5.454698559503868e-08], ['mmdas', 9.72351220651646e-08]]
fina	[['fina', 0], ['méritos', 2.7755575615628914e-15], ['aprende', 3.774758283725532e-15], ['aprendió', 7.771561172376096e-15], ['usas', 1.1102230246251565e-14]]	[['fina', 0], ['méritos', 2.7755575615628914e-15], ['aprende', 3.774758283725532e-15], ['aprendió', 7.549516567451064e-15], ['usas', 1.1102230246251565e-14]]
desprestigiar	[['desprestigiar', 2.220446049250313e-16], ['LIBERTAD', 0.0005083268172364486], ['simulacros', 0.0007836030173983266], ['HOCICO', 0.0012548850129663336], ['garnachas', 0.0013642581105077767]]	[['desprestigiar', 0], ['LIBERTAD', 0.0005083268172360045], ['simulacros', 0.0007836030173984376], ['HOCICO', 0.0012548850129663336], ['garnachas', 0.0013642581105077767]]
anteriores,	[['anteriores,', 0], ['boca.', 4.4159342849070526e-10], ['descarada', 8.261259598629778e-08], ['peso.', 8.272951790289085e-08], ['contrario,', 1.5949860854291842e-07]]	[['anteriores,', 0], ['boca.', 4.4159342849070526e-10], ['descarada', 8.261259587527547e-08], ['peso.', 8.272951790289085e-08], ['contrario,', 1.5949860854291842e-07]]
clasistas,	[['clasistas,', 2.220446049250313e-16], ['DINERO', 0.0002534228308600506], ['PINCHE', 0.00027357479742484703], ['CORRIENTE', 0.0003021281116502017], ['manicomio', 0.0011279618698407656]]	[['clasistas,', 0], ['DINERO', 0.0002534228308596065], ['PINCHE', 0.00027357479742406987], ['CORRIENTE', 0.00030212811164997966], ['manicomio', 0.0011279618698407656]]
Tláhuac	[['Tláhuac', 0], ['ÚNICO', 0.00015848616000846416], ['JEFA', 0.00030984466224903695], ['@STaboadaMx', 0.0003192545847344741], ['@USAmbMex', 0.0003207364862376494]]	[['Tláhuac', 0], ['ÚNICO', 0.00015848616000857518], ['JEFA', 0.00030984466224903695], ['@STaboadaMx', 0.0003192545847345851], ['@USAmbMex', 0.00032073648623787143]]
Mexico?	[['Mexico?', 0], ['Mexico,', 9.111464541744496e-07], ['Mexico.', 1.2477389658149818e-06], ['Mexico!', 1.63677568798537e-06], ['patrias,', 3.2611240196045443e-06]]	[['Mexico?', 0], ['Mexico,', 9.111464541744496e-07], ['Mexico.', 1.2477389658149818e-06], ['Mexico!', 1.63677568798537e-06], ['patrias,', 3.2611240196045443e-06]]
carácter	[['carácter', 0], ['principales', 5.219158438762861e-13], ['and', 4.706679490595889e-12], ['pequeño', 6.360134641170134e-12], ['ojos', 6.410094677278266e-12]]	[['carácter', 0], ['principales', 5.215827769688985e-13], ['and', 4.706679490595889e-12], ['pequeño', 6.360134641170134e-12], ['ojos', 6.409872632673341e-12]]
¿Pero	[['¿Pero', 0], ['bots', 2.8529423765633055e-06], ['borolas', 3.5491955338029513e-06], ['desinformación', 5.7345578480250126e-06], ['cobran', 6.031231032377349e-06]]	[['¿Pero', 0], ['bots', 2.8529423765633055e-06], ['borolas', 3.5491955338029513e-06], ['desinformación', 5.7345578480250126e-06], ['cobran', 6.0312310322663265e-06]]
mostrado	[['mostrado', 0], ['servidor', 6.661338147750939e-16], ['avenida', 3.164135620181696e-14], ['mataste', 8.393286066166183e-14], ['invitar', 1.1168843627729075e-13]]	[['mostrado', 0], ['servidor', 5.551115123125783e-16], ['avenida', 3.141931159689193e-14], ['mataste', 8.393286066166183e-14], ['invitar', 1.1168843627729075e-13]]
HACEN	[['HACEN', 2.220446049250313e-16], ['HACER', 5.197532848555397e-09], ['trolebus', 0.0001135724139413874], ['aplaudir', 0.00036653930885233166], ['Pinché', 0.0014894361947466184]]	[['HACEN', 0], ['HACER', 5.197532848555397e-09], ['trolebus', 0.00011357241394160944], ['aplaudir', 0.0003665393088525537], ['Pinché', 0.0014894361947467294]]
