,primera,segunda,tercera,cuarta,quinta,sexta,séptima,octava,novena,décima,Original
4736,"['estáis', array([4.0000e+00, 1.2567e+04, 5.0000e+00]), 9.936829137302539e-12]","['habiendo', array([4.0000e+00, 1.2589e+04, 5.0000e+00]), 1.4302559137036042e-11]","['tengamos', array([4.0000e+00, 1.2287e+04, 5.0000e+00]), 2.5583424267949795e-11]","['hubieras', array([4.0000e+00, 1.2246e+04, 5.0000e+00]), 3.958600114373212e-11]","['fueras', array([4.0000e+00, 1.2758e+04, 5.0000e+00]), 7.303557758575607e-11]","['habrían', array([4.0000e+00, 1.3021e+04, 5.0000e+00]), 2.4693636024863963e-10]","['nosotras', array([4.0000e+00, 1.3115e+04, 5.0000e+00]), 3.3147529165944434e-10]","['fuimos', array([4.0000e+00, 1.1834e+04, 5.0000e+00]), 3.672510073826629e-10]","['estarás', array([4.0000e+00, 1.1826e+04, 5.0000e+00]), 3.772380186006785e-10]","['estaremos', array([4.0000e+00, 1.1794e+04, 5.0000e+00]), 4.186690993890352e-10]",izquierdoso
4737,"['unos', array([   4., 2438.,    5.]), 4.734890257651614e-11]","['algunos', array([   4., 2478.,    5.]), 1.3585713665165144e-09]","['ante', array([   4., 2379.,    5.]), 1.534771754130304e-09]","['nuestra', array([   4., 2367.,    5.]), 2.383853114906742e-09]","['fueron', array([   4., 2351.,    5.]), 3.8245164812877874e-09]","['tenía', array([   4., 2345.,    5.]), 4.458260649542467e-09]","['tenía', array([   4., 2345.,    5.]), 4.458260649542467e-09]","['tenemos', array([   4., 2339.,    5.]), 5.144191628225769e-09]","['estamos', array([   4., 2527.,    5.]), 5.225582411227947e-09]","['nuestro', array([   4., 2294.,    5.]), 1.2032978502496405e-08]",dice
4738,"['nada', array([   4., 1671.,    5.]), 0]","['ese', array([   4., 1672.,    5.]), 2.6261215424483453e-12]","['desde', array([   4., 1668.,    5.]), 2.374866969745426e-11]","['cual', array([   4., 1653.,    5.]), 8.705371978834364e-10]","['están', array([   4., 1690.,    5.]), 9.279448320853589e-10]","['estar', array([   4., 1712.,    5.]), 4.210645832003479e-09]","['he', array([   4., 1734.,    5.]), 9.691066504835533e-09]","['él', array([   4., 1611.,    5.]), 1.0183548782016771e-08]","['uno', array([   4., 1745.,    5.]), 1.320265630155859e-08]","['donde', array([   4., 1748.,    5.]), 1.4245816748470475e-08]",nada.
4739,"['ha', array([   4., 1131.,    5.]), 7.905576193678598e-10]","['me', array([   4., 1129.,    5.]), 1.2396265125502737e-09]","['mi', array([   4., 1153.,    5.]), 2.329575421455843e-09]","['lo', array([   4., 1114.,    5.]), 7.957707603978292e-09]","['para', array([   4., 1110.,    5.]), 1.0785201842722358e-08]","['una', array([   4., 1108.,    5.]), 1.2368642998694668e-08]","['como', array([   4., 1184.,    5.]), 2.2824517942332534e-08]","['por', array([   4., 1096.,    5.]), 2.4321685887507272e-08]","['al', array([   4., 1091.,    5.]), 3.0585156629570065e-08]","['las', array([   4., 1089.,    5.]), 3.3309025648797785e-08]",¡Cínicos!
4740,"['e', array([   4., 1007.,    5.]), 3.281231442109345e-08]","['de', array([   4., 1008.,    5.]), 3.4448121577490554e-08]","['a', array([   4., 1013.,    5.]), 4.316909452128925e-08]","['la', array([   4., 1030.,    5.]), 7.926405876101938e-08]","['en', array([   4., 1036.,    5.]), 9.424664304535924e-08]","['que', array([   4., 1038.,    5.]), 9.948761336975309e-08]","['el', array([   4., 1040.,    5.]), 1.0484941670441117e-07]","['y', array([   4., 1042.,    5.]), 1.1033054680975596e-07]","['un', array([   4., 1049.,    5.]), 1.3043287072633802e-07]","['con', array([   4., 1051.,    5.]), 1.3643280460939877e-07]",@CantuMauricio
4741,"['tendrías', array([4.000e+00, 2.279e+04, 5.000e+00]), 4.710676293484539e-13]","['hubiesen', array([4.0000e+00, 2.2962e+04, 5.0000e+00]), 6.429301535604282e-13]","['sintiendo', array([4.0000e+00, 2.2998e+04, 5.0000e+00]), 1.2333467580560864e-12]","['serías', array([4.0000e+00, 2.3388e+04, 5.0000e+00]), 1.930222648383051e-11]","['mías', array([4.0000e+00, 2.2199e+04, 5.0000e+00]), 3.5706104739574585e-11]","['estaríamos', array([4.0000e+00, 2.2111e+04, 5.0000e+00]), 4.606615089386423e-11]","['hubiéramos', array([4.0000e+00, 2.1974e+04, 5.0000e+00]), 6.502620664150527e-11]","['tuviese', array([4.0000e+00, 2.3979e+04, 5.0000e+00]), 8.399314577189898e-11]","['tuviese', array([4.0000e+00, 2.3979e+04, 5.0000e+00]), 8.399314577189898e-11]","['tuviese', array([4.0000e+00, 2.3979e+04, 5.0000e+00]), 8.399314577189898e-11]",Lograron
4742,"['hayan', array([4.000e+00, 4.481e+03, 5.000e+00]), 7.991962647224682e-11]","['estará', array([4.000e+00, 4.447e+03, 5.000e+00]), 2.777231777884026e-10]","['habría', array([4.000e+00, 4.402e+03, 5.000e+00]), 7.329543638689984e-10]","['habría', array([4.000e+00, 4.402e+03, 5.000e+00]), 7.329543638689984e-10]","['teniendo', array([4.0e+00, 4.7e+03, 5.0e+00]), 1.454767306618976e-09]","['quienes', array([4.000e+00, 4.709e+03, 5.000e+00]), 1.5986061363548743e-09]","['tendrá', array([4.000e+00, 4.274e+03, 5.000e+00]), 3.3497150608852166e-09]","['estuvo', array([4.0e+00, 4.2e+03, 5.0e+00]), 5.858608154163392e-09]","['somos', array([4.000e+00, 4.107e+03, 5.000e+00]), 1.0191408272852698e-08]","['serán', array([4.000e+00, 4.105e+03, 5.000e+00]), 1.0300143182817578e-08]",manda
4743,"['vos', array([4.0000e+00, 1.1547e+04, 5.0000e+00]), 1.4040990592434355e-12]","['tuvimos', array([4.000e+00, 1.148e+04, 5.000e+00]), 1.2064349519391726e-11]","['estuvieron', array([4.0000e+00, 1.1438e+04, 5.0000e+00]), 2.4222068795154428e-11]","['estaremos', array([4.0000e+00, 1.1794e+04, 5.0000e+00]), 4.9378168220926e-11]","['estarás', array([4.0000e+00, 1.1826e+04, 5.0000e+00]), 6.505640470777507e-11]","['fuimos', array([4.0000e+00, 1.1834e+04, 5.0000e+00]), 6.929867790717026e-11]","['habéis', array([4.0000e+00, 1.1163e+04, 5.0000e+00]), 2.1530432992022952e-10]","['serás', array([4.0000e+00, 1.1154e+04, 5.0000e+00]), 2.250156727612307e-10]","['hubieras', array([4.0000e+00, 1.2246e+04, 5.0000e+00]), 4.492975991254866e-10]","['tengamos', array([4.0000e+00, 1.2287e+04, 5.0000e+00]), 5.031217664708265e-10]","votar,"
4744,"['serían', array([4.0000e+00, 1.0253e+04, 5.0000e+00]), 4.7157611149373224e-11]","['tendré', array([4.000e+00, 9.903e+03, 5.000e+00]), 7.638989441005606e-11]","['tendré', array([4.000e+00, 9.903e+03, 5.000e+00]), 7.638989441005606e-11]","['hubieran', array([4.0000e+00, 1.0358e+04, 5.0000e+00]), 1.2867840126773444e-10]","['fué', array([4.0000e+00, 1.0564e+04, 5.0000e+00]), 3.9472070056945086e-10]","['teníamos', array([4.0000e+00, 1.0595e+04, 5.0000e+00]), 4.461222502527562e-10]","['habías', array([4.0000e+00, 1.0603e+04, 5.0000e+00]), 4.5984693830547485e-10]","['estando', array([4.0000e+00, 1.0663e+04, 5.0000e+00]), 5.686723314468622e-10]","['seré', array([4.0000e+00, 1.0872e+04, 5.0000e+00]), 1.0246119508394713e-09]","['seré', array([4.0000e+00, 1.0872e+04, 5.0000e+00]), 1.0246119508394713e-09]",criterio
4745,"['poco', array([   4., 1958.,    5.]), 3.1868097050136157e-10]","['otro', array([   4., 1925.,    5.]), 4.747688908679493e-10]","['tanto', array([   4., 1877.,    5.]), 6.713636535593537e-09]","['ellos', array([   4., 2018.,    5.]), 7.500312815267307e-09]","['soy', array([   4., 2020.,    5.]), 7.890016195943872e-09]","['les', array([   4., 2027.,    5.]), 9.325031080642532e-09]","['otra', array([   4., 1861.,    5.]), 1.0542251405176728e-08]","['mí', array([   4., 1857.,    5.]), 1.1645857611597421e-08]","['tengo', array([   4., 1847.,    5.]), 1.4669219394747302e-08]","['estás', array([   4., 1844.,    5.]), 1.5651172025066273e-08]",menos
4746,"['nuestro', array([   4., 2294.,    5.]), 2.9660718325885682e-12]","['tenemos', array([   4., 2339.,    5.]), 1.5756264071242754e-09]","['tenía', array([   4., 2345.,    5.]), 1.993352261031589e-09]","['tenía', array([   4., 2345.,    5.]), 1.993352261031589e-09]","['fueron', array([   4., 2351.,    5.]), 2.4576316537405773e-09]","['nuestra', array([   4., 2367.,    5.]), 3.917816404630514e-09]","['será', array([   4., 2218.,    5.]), 4.343681636598262e-09]","['ante', array([   4., 2379.,    5.]), 5.218764753678329e-09]","['tienen', array([   4., 2179.,    5.]), 1.0494455748855103e-08]","['fuera', array([   4., 2171.,    5.]), 1.2121840420320495e-08]","importante,"
4747,"['estuviste', array([4.000e+00, 1.349e+04, 5.000e+00]), 8.065770273901762e-13]","['estuviste', array([4.000e+00, 1.349e+04, 5.000e+00]), 8.065770273901762e-13]","['vuestros', array([4.0000e+00, 1.3573e+04, 5.0000e+00]), 8.705369758388315e-12]","['estemos', array([4.0000e+00, 1.3704e+04, 5.0000e+00]), 3.769085044069698e-11]","['éramos', array([4.000e+00, 1.373e+04, 5.000e+00]), 4.5764392275771115e-11]","['nosotras', array([4.0000e+00, 1.3115e+04, 5.0000e+00]), 7.566824944404971e-11]","['habrían', array([4.0000e+00, 1.3021e+04, 5.0000e+00]), 1.2523848624823586e-10]","['tuviste', array([4.0000e+00, 1.3969e+04, 5.0000e+00]), 1.5393397667651243e-10]","['tuviste', array([4.0000e+00, 1.3969e+04, 5.0000e+00]), 1.5393397667651243e-10]","['sois', array([4.0000e+00, 1.4185e+04, 5.0000e+00]), 3.007647464414731e-10]",simples
4748,"['habrán', array([4.0000e+00, 1.5049e+04, 5.0000e+00]), 1.8102186416513177e-12]","['tenéis', array([4.0000e+00, 1.4844e+04, 5.0000e+00]), 7.893463660479938e-12]","['habida', array([4.0000e+00, 1.5619e+04, 5.0000e+00]), 1.5191004010262077e-10]","['habida', array([4.0000e+00, 1.5619e+04, 5.0000e+00]), 1.5191004010262077e-10]","['habíamos', array([4.000e+00, 1.429e+04, 5.000e+00]), 2.1417156936820447e-10]","['míos', array([4.0000e+00, 1.4239e+04, 5.0000e+00]), 2.4867530257211e-10]","['sois', array([4.0000e+00, 1.4185e+04, 5.0000e+00]), 2.883182581570054e-10]","['suyos', array([4.0000e+00, 1.5998e+04, 5.0000e+00]), 3.683578997382142e-10]","['tuviste', array([4.0000e+00, 1.3969e+04, 5.0000e+00]), 4.802886977017806e-10]","['tuviste', array([4.0000e+00, 1.3969e+04, 5.0000e+00]), 4.802886977017806e-10]",lacayos
4749,"['hubiese', array([4.000e+00, 8.685e+03, 5.000e+00]), 1.2950751582252451e-12]","['hubiese', array([4.000e+00, 8.685e+03, 5.000e+00]), 1.2950751582252451e-12]","['hubiese', array([4.000e+00, 8.685e+03, 5.000e+00]), 1.2950751582252451e-12]","['fuese', array([4.000e+00, 8.738e+03, 5.000e+00]), 4.096945005471753e-12]","['fuese', array([4.000e+00, 8.738e+03, 5.000e+00]), 4.096945005471753e-12]","['fuese', array([4.000e+00, 8.738e+03, 5.000e+00]), 4.096945005471753e-12]","['estuve', array([4.000e+00, 8.791e+03, 5.000e+00]), 2.650202279852465e-11]","['tenías', array([4.000e+00, 8.607e+03, 5.000e+00]), 3.4368063950296346e-11]","['habido', array([4.00e+00, 8.55e+03, 5.00e+00]), 8.778588966862344e-11]","['habido', array([4.00e+00, 8.55e+03, 5.00e+00]), 8.778588966862344e-11]",Ejecutivo
4750,"['estuvieras', array([4.0000e+00, 1.8771e+04, 5.0000e+00]), 1.0478284906412227e-12]","['suyas', array([4.0000e+00, 1.9403e+04, 5.0000e+00]), 4.669009623370357e-11]","['estuvimos', array([4.000e+00, 1.941e+04, 5.000e+00]), 4.784728169227037e-11]","['tuvieran', array([4.0000e+00, 1.8217e+04, 5.0000e+00]), 6.987310730011131e-11]","['tuvieras', array([4.0000e+00, 1.9668e+04, 5.0000e+00]), 9.954248536558907e-11]","['estarían', array([4.0000e+00, 1.8026e+04, 5.0000e+00]), 1.2083545275487495e-10]","['estuvieran', array([4.0000e+00, 1.7632e+04, 5.0000e+00]), 2.7573332506136694e-10]","['tendrían', array([4.0000e+00, 1.7631e+04, 5.0000e+00]), 2.762171602554986e-10]","['tuyos', array([4.000e+00, 2.038e+04, 5.000e+00]), 3.2470692801211953e-10]","['estuviese', array([4.0000e+00, 2.0408e+04, 5.0000e+00]), 3.3578506641873673e-10]",olvidan
4751,"['quienes', array([4.000e+00, 4.709e+03, 5.000e+00]), 8.651857008601382e-11]","['teniendo', array([4.0e+00, 4.7e+03, 5.0e+00]), 1.2415979355751006e-10]","['hayan', array([4.000e+00, 4.481e+03, 5.000e+00]), 3.3900209306381157e-09]","['estará', array([4.000e+00, 4.447e+03, 5.000e+00]), 4.349289373095644e-09]","['habría', array([4.000e+00, 4.402e+03, 5.000e+00]), 5.8304281402854485e-09]","['habría', array([4.000e+00, 4.402e+03, 5.000e+00]), 5.8304281402854485e-09]","['habrá', array([4.00e+00, 5.23e+03, 5.00e+00]), 7.478856867138006e-09]","['estabas', array([4.000e+00, 5.295e+03, 5.000e+00]), 9.429897973589618e-09]","['tendrá', array([4.000e+00, 4.274e+03, 5.000e+00]), 1.1483444417592636e-08]","['tengan', array([4.000e+00, 5.426e+03, 5.000e+00]), 1.3865543491142773e-08]",representantes
4752,"['teniendo', array([4.0e+00, 4.7e+03, 5.0e+00]), 2.1832258223497547e-10]","['quienes', array([4.000e+00, 4.709e+03, 5.000e+00]), 2.7612157005307836e-10]","['hayan', array([4.000e+00, 4.481e+03, 5.000e+00]), 1.0436415065484539e-09]","['estará', array([4.000e+00, 4.447e+03, 5.000e+00]), 1.6024566118488792e-09]","['habría', array([4.000e+00, 4.402e+03, 5.000e+00]), 2.544071953103355e-09]","['habría', array([4.000e+00, 4.402e+03, 5.000e+00]), 2.544071953103355e-09]","['tendrá', array([4.000e+00, 4.274e+03, 5.000e+00]), 6.600325730410361e-09]","['estuvo', array([4.0e+00, 4.2e+03, 5.0e+00]), 9.981450554974458e-09]","['habrá', array([4.00e+00, 5.23e+03, 5.00e+00]), 1.263349713731543e-08]","['estabas', array([4.000e+00, 5.295e+03, 5.000e+00]), 1.513542302600257e-08]","ciudadanos,"
4753,"['habrá', array([4.00e+00, 5.23e+03, 5.00e+00]), 3.4593494735446484e-10]","['estabas', array([4.000e+00, 5.295e+03, 5.000e+00]), 8.541944929163492e-10]","['tengan', array([4.000e+00, 5.426e+03, 5.000e+00]), 2.4871152914940353e-09]","['tenían', array([4.000e+00, 5.434e+03, 5.000e+00]), 2.6111550699425834e-09]","['estén', array([4.000e+00, 5.496e+03, 5.000e+00]), 3.6601164321581336e-09]","['quienes', array([4.000e+00, 4.709e+03, 5.000e+00]), 5.957152549029843e-09]","['teniendo', array([4.0e+00, 4.7e+03, 5.0e+00]), 6.244753825157545e-09]","['mía', array([4.0e+00, 5.8e+03, 5.0e+00]), 1.0749161116763162e-08]","['siente', array([4.000e+00, 5.919e+03, 5.000e+00]), 1.4249828428347655e-08]","['hayan', array([4.000e+00, 4.481e+03, 5.000e+00]), 1.5902456018679345e-08]",demente
4754,"['lo', array([   4., 1114.,    5.]), 1.1914924602507426e-10]","['para', array([   4., 1110.,    5.]), 6.533845686718109e-10]","['una', array([   4., 1108.,    5.]), 1.083987455352542e-09]","['me', array([   4., 1129.,    5.]), 1.8560680770107751e-09]","['ha', array([   4., 1131.,    5.]), 2.517388075773397e-09]","['por', array([   4., 1096.,    5.]), 6.031646737625351e-09]","['al', array([   4., 1091.,    5.]), 9.330727079870371e-09]","['las', array([   4., 1089.,    5.]), 1.0861218147084628e-08]","['no', array([   4., 1084.,    5.]), 1.5226055527506333e-08]","['mi', array([   4., 1153.,    5.]), 1.6016449277955758e-08]","""presidente""."
4755,"['fui', array([   4., 3893.,    5.]), 1.4983236873433725e-11]","['ellas', array([   4., 3878.,    5.]), 7.004663515886023e-11]","['nuestras', array([   4., 3963.,    5.]), 2.779639851624438e-10]","['estad', array([   4., 4000.,    5.]), 7.420323244744509e-10]","['estad', array([   4., 4000.,    5.]), 7.420323244744509e-10]","['estad', array([   4., 4000.,    5.]), 7.420323244744509e-10]","['estuvi', array([4.000e+00, 4.019e+03, 5.000e+00]), 1.0622041024532791e-09]","['estuvi', array([4.000e+00, 4.019e+03, 5.000e+00]), 1.0622041024532791e-09]","['hubiera', array([   4., 3794.,    5.]), 1.1709231362289074e-09]","['hubiera', array([   4., 3794.,    5.]), 1.1709231362289074e-09]",Dan
4756,"['tendrían', array([4.0000e+00, 1.7631e+04, 5.0000e+00]), 1.854405518031399e-12]","['estuvieran', array([4.0000e+00, 1.7632e+04, 5.0000e+00]), 1.894262524615442e-12]","['seamos', array([4.0000e+00, 1.7258e+04, 5.0000e+00]), 1.754396627973165e-11]","['estarías', array([4.0000e+00, 1.7134e+04, 5.0000e+00]), 3.7054359580679375e-11]","['seremos', array([4.0000e+00, 1.7118e+04, 5.0000e+00]), 4.012234988692853e-11]","['estarían', array([4.0000e+00, 1.8026e+04, 5.0000e+00]), 4.8846593436735475e-11]","['sentidos', array([4.0000e+00, 1.6983e+04, 5.0000e+00]), 7.11787295770705e-11]","['tuvieran', array([4.0000e+00, 1.8217e+04, 5.0000e+00]), 9.259326638755283e-11]","['hayamos', array([4.0000e+00, 1.6896e+04, 5.0000e+00]), 9.622680430254604e-11]","['estuvieras', array([4.0000e+00, 1.8771e+04, 5.0000e+00]), 2.8757085601682775e-10]",asco.
4757,"['e', array([   4., 1007.,    5.]), 3.281231442109345e-08]","['de', array([   4., 1008.,    5.]), 3.4448121577490554e-08]","['a', array([   4., 1013.,    5.]), 4.316909452128925e-08]","['la', array([   4., 1030.,    5.]), 7.926405876101938e-08]","['en', array([   4., 1036.,    5.]), 9.424664304535924e-08]","['que', array([   4., 1038.,    5.]), 9.948761336975309e-08]","['el', array([   4., 1040.,    5.]), 1.0484941670441117e-07]","['y', array([   4., 1042.,    5.]), 1.1033054680975596e-07]","['un', array([   4., 1049.,    5.]), 1.3043287072633802e-07]","['con', array([   4., 1051.,    5.]), 1.3643280460939877e-07]",@CantuMauricio
4758,"['muchos', array([   4., 2720.,    5.]), 5.536523461913134e-10]","['os', array([   4., 2821.,    5.]), 1.300837548789957e-09]","['haya', array([   4., 2697.,    5.]), 1.42320399909579e-09]","['esos', array([   4., 2651.,    5.]), 4.469651426752819e-09]","['mío', array([   4., 2895.,    5.]), 5.943286640608392e-09]","['eran', array([   4., 2632.,    5.]), 6.270197472346695e-09]","['esas', array([   4., 2899.,    5.]), 6.280665210134373e-09]","['tus', array([   4., 2620.,    5.]), 7.58005824774699e-09]","['algunas', array([   4., 2943.,    5.]), 1.0526916671693698e-08]","['hemos', array([   4., 2972.,    5.]), 1.3832723855244922e-08]",Eres
4759,"['serían', array([4.0000e+00, 1.0253e+04, 5.0000e+00]), 1.633915225340843e-11]","['hubieran', array([4.0000e+00, 1.0358e+04, 5.0000e+00]), 7.256795164778396e-11]","['tendré', array([4.000e+00, 9.903e+03, 5.000e+00]), 1.337515653787591e-10]","['tendré', array([4.000e+00, 9.903e+03, 5.000e+00]), 1.337515653787591e-10]","['fué', array([4.0000e+00, 1.0564e+04, 5.0000e+00]), 2.90450441475798e-10]","['teníamos', array([4.0000e+00, 1.0595e+04, 5.0000e+00]), 3.3476710292745793e-10]","['habías', array([4.0000e+00, 1.0603e+04, 5.0000e+00]), 3.4666980397446423e-10]","['estando', array([4.0000e+00, 1.0663e+04, 5.0000e+00]), 4.4191950099303767e-10]","['seré', array([4.0000e+00, 1.0872e+04, 5.0000e+00]), 8.517403449204153e-10]","['seré', array([4.0000e+00, 1.0872e+04, 5.0000e+00]), 8.517403449204153e-10]",Maestro
4760,"['esté', array([   4., 3446.,    5.]), 2.887732275524968e-10]","['esté', array([   4., 3446.,    5.]), 2.887732275524968e-10]","['tuvo', array([   4., 3322.,    5.]), 1.0272184214343838e-09]","['tenido', array([   4., 3525.,    5.]), 2.1566231023228966e-09]","['tenido', array([   4., 3525.,    5.]), 2.1566231023228966e-09]","['habían', array([   4., 3542.,    5.]), 2.7672044655702166e-09]","['tuvi', array([   4., 3573.,    5.]), 4.057032598758781e-09]","['hubi', array([   4., 3202.,    5.]), 6.9103383015800546e-09]","['hubi', array([   4., 3202.,    5.]), 6.9103383015800546e-09]","['hubi', array([   4., 3202.,    5.]), 6.9103383015800546e-09]",Seguridad
4761,"['tuvo', array([   4., 3322.,    5.]), 2.621433070615353e-10]","['hubi', array([   4., 3202.,    5.]), 1.21712762091164e-09]","['hubi', array([   4., 3202.,    5.]), 1.21712762091164e-09]","['hubi', array([   4., 3202.,    5.]), 1.21712762091164e-09]","['hubi', array([   4., 3202.,    5.]), 1.21712762091164e-09]","['sentido', array([   4., 3141.,    5.]), 3.887312471917426e-09]","['esté', array([   4., 3446.,    5.]), 4.255529484353815e-09]","['esté', array([   4., 3446.,    5.]), 4.255529484353815e-09]","['tenido', array([   4., 3525.,    5.]), 8.964405662226227e-09]","['tenido', array([   4., 3525.,    5.]), 8.964405662226227e-09]",Nacional
4762,"['habrá', array([4.00e+00, 5.23e+03, 5.00e+00]), 9.842127113302013e-13]","['estabas', array([4.000e+00, 5.295e+03, 5.000e+00]), 9.283807056448268e-11]","['tengan', array([4.000e+00, 5.426e+03, 5.000e+00]), 9.168555914484955e-10]","['tenían', array([4.000e+00, 5.434e+03, 5.000e+00]), 9.927604294190928e-10]","['estén', array([4.000e+00, 5.496e+03, 5.000e+00]), 1.6734263974527153e-09]","['mía', array([4.0e+00, 5.8e+03, 5.0e+00]), 7.070589558288987e-09]","['quienes', array([4.000e+00, 4.709e+03, 5.000e+00]), 9.36519850558426e-09]","['teniendo', array([4.0e+00, 4.7e+03, 5.0e+00]), 9.72494140771829e-09]","['siente', array([4.000e+00, 5.919e+03, 5.000e+00]), 9.956304225511303e-09]","['hubo', array([4.000e+00, 6.084e+03, 5.000e+00]), 1.4526692737604208e-08]","Derecho,"
4763,"['esos', array([   4., 2651.,    5.]), 5.923106449756688e-11]","['eran', array([   4., 2632.,    5.]), 4.01012667516909e-10]","['haya', array([   4., 2697.,    5.]), 4.5941217496903164e-10]","['tus', array([   4., 2620.,    5.]), 7.786471467596812e-10]","['muchos', array([   4., 2720.,    5.]), 1.2694584272665566e-09]","['estamos', array([   4., 2527.,    5.]), 8.372854742866309e-09]","['os', array([   4., 2821.,    5.]), 9.0680681852362e-09]","['algunos', array([   4., 2478.,    5.]), 1.6111908029969868e-08]","['mío', array([   4., 2895.,    5.]), 1.856460574156671e-08]","['esas', array([   4., 2899.,    5.]), 1.9157307740158558e-08]",aún
4764,"['tiene', array([   4., 1512.,    5.]), 1.4232703904326627e-10]","['algo', array([   4., 1513.,    5.]), 1.93466798137365e-10]","['todos', array([   4., 1495.,    5.]), 4.893178084941496e-10]","['ya', array([   4., 1526.,    5.]), 1.5525276619854367e-09]","['cuando', array([   4., 1486.,    5.]), 1.6372325717384228e-09]","['hu', array([   4., 1529.,    5.]), 2.0451687010591968e-09]","['contra', array([   4., 1534.,    5.]), 3.0112987658981183e-09]","['sin', array([   4., 1477.,    5.]), 3.4843590235311694e-09]","['era', array([   4., 1538.,    5.]), 3.912693502527986e-09]","['era', array([   4., 1538.,    5.]), 3.912693502527986e-09]",así
4765,"['será', array([   4., 2218.,    5.]), 2.1080692746977547e-11]","['tienen', array([   4., 2179.,    5.]), 1.6914473155438259e-09]","['fuera', array([   4., 2171.,    5.]), 2.3798774062555594e-09]","['fuera', array([   4., 2171.,    5.]), 2.3798774062555594e-09]","['estas', array([   4., 2170.,    5.]), 2.4745705484718883e-09]","['nosotros', array([   4., 2164.,    5.]), 3.0835929365480297e-09]","['nuestro', array([   4., 2294.,    5.]), 3.973725015704588e-09]","['eres', array([   4., 2149.,    5.]), 4.918787710472827e-09]","['quien', array([   4., 2141.,    5.]), 6.085017378865132e-09]","['tienes', array([   4., 2126.,    5.]), 8.635437476200991e-09]",votaste
4766,"['ese', array([   4., 1672.,    5.]), 2.619793271207982e-12]","['nada', array([   4., 1671.,    5.]), 1.0491940649615117e-11]","['desde', array([   4., 1668.,    5.]), 6.581080125300787e-11]","['están', array([   4., 1690.,    5.]), 7.410948521524574e-10]","['cual', array([   4., 1653.,    5.]), 1.072169353300012e-09]","['estar', array([   4., 1712.,    5.]), 3.8007669234119135e-09]","['he', array([   4., 1734.,    5.]), 9.06381802945333e-09]","['él', array([   4., 1611.,    5.]), 1.0847784781553571e-08]","['uno', array([   4., 1745.,    5.]), 1.2468778343155407e-08]","['donde', array([   4., 1748.,    5.]), 1.3483090866017733e-08]",favor
4767,"['habrían', array([4.0000e+00, 1.3021e+04, 5.0000e+00]), 6.439293542825908e-15]","['nosotras', array([4.0000e+00, 1.3115e+04, 5.0000e+00]), 5.81845682745552e-12]","['fueras', array([4.0000e+00, 1.2758e+04, 5.0000e+00]), 5.253664170368211e-11]","['estuviste', array([4.000e+00, 1.349e+04, 5.000e+00]), 1.4421575045275858e-10]","['estuviste', array([4.000e+00, 1.349e+04, 5.000e+00]), 1.4421575045275858e-10]","['habiendo', array([4.0000e+00, 1.2589e+04, 5.0000e+00]), 1.4429812900118577e-10]","['estáis', array([4.0000e+00, 1.2567e+04, 5.0000e+00]), 1.5982104528688978e-10]","['vuestros', array([4.0000e+00, 1.3573e+04, 5.0000e+00]), 1.977232821914754e-10]","['estemos', array([4.0000e+00, 1.3704e+04, 5.0000e+00]), 2.97569302531997e-10]","['éramos', array([4.000e+00, 1.373e+04, 5.000e+00]), 3.1954583423754457e-10]",MILITARIZAR
4768,"['era', array([   4., 1538.,    5.]), 1.723544529319554e-09]","['era', array([   4., 1538.,    5.]), 1.723544529319554e-09]","['contra', array([   4., 1534.,    5.]), 2.419835110067936e-09]","['hu', array([   4., 1529.,    5.]), 3.462566677825407e-09]","['ya', array([   4., 1526.,    5.]), 4.181561319427374e-09]","['hasta', array([   4., 1597.,    5.]), 4.521515051258973e-09]","['han', array([   4., 1600.,    5.]), 5.264660929427123e-09]","['algo', array([   4., 1513.,    5.]), 8.128444251020994e-09]","['él', array([   4., 1611.,    5.]), 8.441891297117365e-09]","['tiene', array([   4., 1512.,    5.]), 8.489232983244221e-09]",país?????
4769,"['tanto', array([   4., 1877.,    5.]), 4.1509129466987815e-11]","['otra', array([   4., 1861.,    5.]), 2.0437340708667762e-10]","['mí', array([   4., 1857.,    5.]), 3.816722493610314e-10]","['tengo', array([   4., 1847.,    5.]), 1.0717119414138665e-09]","['estás', array([   4., 1844.,    5.]), 1.348733236206101e-09]","['sea', array([   4., 1835.,    5.]), 2.378280794523846e-09]","['había', array([   4., 1824.,    5.]), 4.051021629258855e-09]","['había', array([   4., 1824.,    5.]), 4.051021629258855e-09]","['sent', array([   4., 1823.,    5.]), 4.226204941559786e-09]","['sent', array([   4., 1823.,    5.]), 4.226204941559786e-09]",Que
